,data,energia_usada,v1,v2,v3,v4,v5,v6,v7,v8,v9,dia,semana,mes
359,2018-04-01 18:00:00,65.38,7.09,2.12,0.03,99.42,99.95,64800,dia_da_semana,quinta_feira,carga_maxima,1,13,4
360,2018-04-01 18:15:00,39.71,16.24,0.54,0.02,92.56,99.99,65700,dia_da_semana,quinta_feira,carga_maxima,1,13,4
361,2018-04-01 18:30:00,51.59,33.34,0.0,0.02,83.99,100.0,66600,dia_da_semana,quinta_feira,carga_maxima,1,13,4
362,2018-04-01 18:45:00,46.4,15.26,0.0,0.02,94.99,100.0,67500,dia_da_semana,quinta_feira,carga_maxima,1,13,4
363,2018-04-01 19:00:00,67.18,28.55,0.0,0.03,92.03,100.0,68400,dia_da_semana,quinta_feira,carga_maxima,1,13,4
364,2018-04-01 19:15:00,53.39,18.0,0.0,0.02,94.76,100.0,69300,dia_da_semana,quinta_feira,carga_maxima,1,13,4
365,2018-04-01 19:30:00,52.74,16.31,0.0,0.02,95.54,100.0,70200,dia_da_semana,quinta_feira,carga_maxima,1,13,4
366,2018-04-01 19:45:00,69.84,38.88,0.0,0.03,87.37,100.0,71100,dia_da_semana,quinta_feira,carga_maxima,1,13,4
367,2018-04-01 20:00:00,51.16,17.93,0.0,0.02,94.37,100.0,72000,dia_da_semana,quinta_feira,carga_maxima,1,13,4
368,2018-04-01 20:15:00,64.58,28.58,0.0,0.03,91.45,100.0,72900,dia_da_semana,quinta_feira,carga_media,1,13,4
369,2018-04-01 20:30:00,69.3,39.92,0.0,0.03,86.65,100.0,73800,dia_da_semana,quinta_feira,carga_media,1,13,4
370,2018-04-01 20:45:00,46.62,11.99,0.04,0.02,96.85,100.0,74700,dia_da_semana,quinta_feira,carga_media,1,13,4
371,2018-04-01 21:00:00,36.22,3.1,2.77,0.02,99.64,99.71,75600,dia_da_semana,quinta_feira,carga_media,1,13,4
416,2018-05-01 08:15:00,72.14,45.22,0.0,0.03,84.73,100.0,29700,dia_da_semana,sexta_feira,carga_leve,1,18,5
417,2018-05-01 08:30:00,117.61,66.56,0.0,0.05,87.03,100.0,30600,dia_da_semana,sexta_feira,carga_leve,1,18,5
418,2018-05-01 08:45:00,98.71,62.35,0.0,0.05,84.55,100.0,31500,dia_da_semana,sexta_feira,carga_leve,1,18,5
420,2018-05-01 09:15:00,120.71,36.47,0.0,0.06,95.73,100.0,33300,dia_da_semana,sexta_feira,carga_media,1,18,5
421,2018-05-01 09:30:00,94.82,32.76,0.0,0.04,94.52,100.0,34200,dia_da_semana,sexta_feira,carga_media,1,18,5
422,2018-05-01 09:45:00,114.7,39.02,0.0,0.05,94.67,100.0,35100,dia_da_semana,sexta_feira,carga_media,1,18,5
424,2018-05-01 10:15:00,77.08,26.35,0.0,0.04,94.62,100.0,36900,dia_da_semana,sexta_feira,carga_maxima,1,18,5
427,2018-05-01 11:00:00,114.3,43.81,0.0,0.05,93.38,100.0,39600,dia_da_semana,sexta_feira,carga_maxima,1,18,5
429,2018-05-01 11:30:00,120.28,65.99,0.0,0.06,87.67,100.0,41400,dia_da_semana,sexta_feira,carga_maxima,1,18,5
431,2018-05-01 12:00:00,97.88,42.19,0.0,0.04,91.83,100.0,43200,dia_da_semana,sexta_feira,carga_maxima,1,18,5
436,2018-05-01 13:15:00,50.08,10.12,7.6,0.02,98.02,98.87,47700,dia_da_semana,sexta_feira,carga_media,1,18,5
438,2018-05-01 13:45:00,114.05,36.43,0.0,0.05,95.26,100.0,49500,dia_da_semana,sexta_feira,carga_media,1,18,5
439,2018-05-01 14:00:00,69.73,19.37,0.0,0.03,96.35,100.0,50400,dia_da_semana,sexta_feira,carga_media,1,18,5
440,2018-05-01 14:15:00,72.58,29.77,0.0,0.03,92.52,100.0,51300,dia_da_semana,sexta_feira,carga_media,1,18,5
441,2018-05-01 14:30:00,87.05,36.65,0.0,0.04,92.16,100.0,52200,dia_da_semana,sexta_feira,carga_media,1,18,5
443,2018-05-01 15:00:00,81.72,28.76,0.0,0.04,94.33,100.0,54000,dia_da_semana,sexta_feira,carga_media,1,18,5
444,2018-05-01 15:15:00,96.84,36.9,0.0,0.04,93.45,100.0,54900,dia_da_semana,sexta_feira,carga_media,1,18,5
446,2018-05-01 15:45:00,92.95,38.09,0.0,0.04,92.53,100.0,56700,dia_da_semana,sexta_feira,carga_media,1,18,5
448,2018-05-01 16:15:00,98.5,39.02,0.0,0.05,92.97,100.0,58500,dia_da_semana,sexta_feira,carga_media,1,18,5
450,2018-05-01 16:45:00,121.07,44.93,0.0,0.06,93.75,100.0,60300,dia_da_semana,sexta_feira,carga_media,1,18,5
451,2018-05-01 17:00:00,69.8,27.79,0.0,0.03,92.91,100.0,61200,dia_da_semana,sexta_feira,carga_media,1,18,5
453,2018-05-01 17:30:00,117.68,51.98,0.0,0.05,91.47,100.0,63000,dia_da_semana,sexta_feira,carga_maxima,1,18,5
454,2018-05-01 17:45:00,41.54,1.8,6.98,0.02,99.91,98.62,63900,dia_da_semana,sexta_feira,carga_maxima,1,18,5
455,2018-05-01 18:00:00,75.06,13.5,3.56,0.03,98.42,99.89,64800,dia_da_semana,sexta_feira,carga_maxima,1,18,5
456,2018-05-01 18:15:00,43.38,18.9,0.61,0.02,91.68,99.99,65700,dia_da_semana,sexta_feira,carga_maxima,1,18,5
457,2018-05-01 18:30:00,68.54,45.68,0.0,0.03,83.21,100.0,66600,dia_da_semana,sexta_feira,carga_maxima,1,18,5
458,2018-05-01 18:45:00,59.8,24.62,0.0,0.03,92.47,100.0,67500,dia_da_semana,sexta_feira,carga_maxima,1,18,5
459,2018-05-01 19:00:00,65.05,27.65,0.0,0.03,92.03,100.0,68400,dia_da_semana,sexta_feira,carga_maxima,1,18,5
460,2018-05-01 19:15:00,67.0,27.72,0.0,0.03,92.4,100.0,69300,dia_da_semana,sexta_feira,carga_maxima,1,18,5
461,2018-05-01 19:30:00,57.28,20.92,0.0,0.03,93.93,100.0,70200,dia_da_semana,sexta_feira,carga_maxima,1,18,5
462,2018-05-01 19:45:00,55.62,19.66,0.0,0.03,94.28,100.0,71100,dia_da_semana,sexta_feira,carga_maxima,1,18,5
463,2018-05-01 20:00:00,51.77,16.34,0.0,0.02,95.36,100.0,72000,dia_da_semana,sexta_feira,carga_maxima,1,18,5
464,2018-05-01 20:15:00,44.17,4.18,0.04,0.02,99.56,100.0,72900,dia_da_semana,sexta_feira,carga_media,1,18,5
465,2018-05-01 20:30:00,55.15,11.52,0.07,0.03,97.89,100.0,73800,dia_da_semana,sexta_feira,carga_media,1,18,5
466,2018-05-01 20:45:00,38.05,1.4,4.43,0.02,99.93,99.33,74700,dia_da_semana,sexta_feira,carga_media,1,18,5
467,2018-05-01 21:00:00,19.51,0.0,17.64,0.01,100.0,74.18,75600,dia_da_semana,sexta_feira,carga_media,1,18,5
704,2018-08-01 08:15:00,49.93,32.36,0.0,0.02,83.92,100.0,29700,dia_da_semana,segunda_feira,carga_leve,1,31,8
706,2018-08-01 08:45:00,81.36,56.23,0.0,0.04,82.26,100.0,31500,dia_da_semana,segunda_feira,carga_leve,1,31,8
707,2018-08-01 09:00:00,114.95,42.34,0.0,0.05,93.84,100.0,32400,dia_da_semana,segunda_feira,carga_leve,1,31,8
708,2018-08-01 09:15:00,108.04,30.56,0.0,0.05,96.22,100.0,33300,dia_da_semana,segunda_feira,carga_media,1,31,8
709,2018-08-01 09:30:00,95.26,27.58,0.0,0.04,96.06,100.0,34200,dia_da_semana,segunda_feira,carga_media,1,31,8
711,2018-08-01 10:00:00,108.97,47.23,0.0,0.05,91.75,100.0,36000,dia_da_semana,segunda_feira,carga_media,1,31,8
713,2018-08-01 10:30:00,107.14,45.07,0.0,0.05,92.18,100.0,37800,dia_da_semana,segunda_feira,carga_maxima,1,31,8
715,2018-08-01 11:00:00,95.08,37.44,0.0,0.04,93.05,100.0,39600,dia_da_semana,segunda_feira,carga_maxima,1,31,8
718,2018-08-01 11:45:00,116.24,65.95,0.0,0.05,86.98,100.0,42300,dia_da_semana,segunda_feira,carga_maxima,1,31,8
719,2018-08-01 12:00:00,120.02,65.63,0.0,0.06,87.74,100.0,43200,dia_da_semana,segunda_feira,carga_maxima,1,31,8
724,2018-08-01 13:15:00,59.54,25.56,5.69,0.03,91.89,99.55,47700,dia_da_semana,segunda_feira,carga_media,1,31,8
725,2018-08-01 13:30:00,76.14,37.66,0.0,0.03,89.63,100.0,48600,dia_da_semana,segunda_feira,carga_media,1,31,8
726,2018-08-01 13:45:00,111.85,55.62,0.0,0.05,89.54,100.0,49500,dia_da_semana,segunda_feira,carga_media,1,31,8
727,2018-08-01 14:00:00,121.07,53.42,0.0,0.06,91.49,100.0,50400,dia_da_semana,segunda_feira,carga_media,1,31,8
728,2018-08-01 14:15:00,95.04,44.28,0.0,0.04,90.64,100.0,51300,dia_da_semana,segunda_feira,carga_media,1,31,8
729,2018-08-01 14:30:00,108.14,45.68,0.0,0.05,92.12,100.0,52200,dia_da_semana,segunda_feira,carga_media,1,31,8
730,2018-08-01 14:45:00,93.17,33.12,0.0,0.04,94.22,100.0,53100,dia_da_semana,segunda_feira,carga_media,1,31,8
731,2018-08-01 15:00:00,83.84,27.94,0.0,0.04,94.87,100.0,54000,dia_da_semana,segunda_feira,carga_media,1,31,8
732,2018-08-01 15:15:00,111.89,43.13,0.0,0.05,93.31,100.0,54900,dia_da_semana,segunda_feira,carga_media,1,31,8
733,2018-08-01 15:30:00,111.02,44.14,0.0,0.05,92.92,100.0,55800,dia_da_semana,segunda_feira,carga_media,1,31,8
735,2018-08-01 16:00:00,112.68,49.79,0.0,0.05,91.47,100.0,57600,dia_da_semana,segunda_feira,carga_media,1,31,8
736,2018-08-01 16:15:00,82.22,35.82,0.0,0.04,91.68,100.0,58500,dia_da_semana,segunda_feira,carga_media,1,31,8
737,2018-08-01 16:30:00,96.88,35.14,0.0,0.04,94.01,100.0,59400,dia_da_semana,segunda_feira,carga_media,1,31,8
739,2018-08-01 17:00:00,100.58,36.29,0.0,0.05,94.06,100.0,61200,dia_da_semana,segunda_feira,carga_media,1,31,8
741,2018-08-01 17:30:00,101.66,29.59,0.0,0.05,96.02,100.0,63000,dia_da_semana,segunda_feira,carga_maxima,1,31,8
742,2018-08-01 17:45:00,37.73,1.01,9.0,0.02,99.96,97.27,63900,dia_da_semana,segunda_feira,carga_maxima,1,31,8
743,2018-08-01 18:00:00,33.48,0.0,9.47,0.02,100.0,96.22,64800,dia_da_semana,segunda_feira,carga_maxima,1,31,8
744,2018-08-01 18:15:00,74.02,33.95,0.58,0.03,90.9,100.0,65700,dia_da_semana,segunda_feira,carga_maxima,1,31,8
747,2018-08-01 19:00:00,117.14,46.3,0.0,0.05,93.0,100.0,68400,dia_da_semana,segunda_feira,carga_maxima,1,31,8
748,2018-08-01 19:15:00,70.74,24.23,0.0,0.03,94.6,100.0,69300,dia_da_semana,segunda_feira,carga_maxima,1,31,8
750,2018-08-01 19:45:00,107.89,46.94,0.0,0.05,91.7,100.0,71100,dia_da_semana,segunda_feira,carga_maxima,1,31,8
752,2018-08-01 20:15:00,103.43,40.9,0.0,0.05,92.99,100.0,72900,dia_da_semana,segunda_feira,carga_media,1,31,8
754,2018-08-01 20:45:00,109.33,40.28,0.0,0.05,93.83,100.0,74700,dia_da_semana,segunda_feira,carga_media,1,31,8
755,2018-08-01 21:00:00,96.73,23.29,0.97,0.04,97.22,99.99,75600,dia_da_semana,segunda_feira,carga_media,1,31,8
799,2018-09-01 08:00:00,37.8,28.76,0.0,0.02,79.58,100.0,28800,dia_da_semana,terca_feira,carga_leve,1,35,9
800,2018-09-01 08:15:00,99.43,59.69,0.0,0.05,85.74,100.0,29700,dia_da_semana,terca_feira,carga_leve,1,35,9
801,2018-09-01 08:30:00,83.74,56.99,0.0,0.04,82.67,100.0,30600,dia_da_semana,terca_feira,carga_leve,1,35,9
802,2018-09-01 08:45:00,102.71,66.67,0.0,0.05,83.88,100.0,31500,dia_da_semana,terca_feira,carga_leve,1,35,9
804,2018-09-01 09:15:00,123.19,57.46,0.0,0.06,90.63,100.0,33300,dia_da_semana,terca_feira,carga_media,1,35,9
806,2018-09-01 09:45:00,105.66,33.44,0.0,0.05,95.34,100.0,35100,dia_da_semana,terca_feira,carga_media,1,35,9
808,2018-09-01 10:15:00,106.42,33.55,0.0,0.05,95.37,100.0,36900,dia_da_semana,terca_feira,carga_maxima,1,35,9
809,2018-09-01 10:30:00,120.02,48.74,0.0,0.06,92.65,100.0,37800,dia_da_semana,terca_feira,carga_maxima,1,35,9
811,2018-09-01 11:00:00,116.68,43.74,0.0,0.05,93.64,100.0,39600,dia_da_semana,terca_feira,carga_maxima,1,35,9
813,2018-09-01 11:30:00,106.49,55.62,0.0,0.05,88.64,100.0,41400,dia_da_semana,terca_feira,carga_maxima,1,35,9
815,2018-09-01 12:00:00,107.64,50.11,0.0,0.05,90.66,100.0,43200,dia_da_semana,terca_feira,carga_maxima,1,35,9
820,2018-09-01 13:15:00,84.92,20.56,2.59,0.04,97.19,99.95,47700,dia_da_semana,terca_feira,carga_media,1,35,9
822,2018-09-01 13:45:00,103.64,33.88,0.0,0.05,95.05,100.0,49500,dia_da_semana,terca_feira,carga_media,1,35,9
824,2018-09-01 14:15:00,105.91,36.04,0.0,0.05,94.67,100.0,51300,dia_da_semana,terca_feira,carga_media,1,35,9
826,2018-09-01 14:45:00,106.99,34.78,0.0,0.05,95.1,100.0,53100,dia_da_semana,terca_feira,carga_media,1,35,9
